Record_ID,Mission_Name,Mission_Type,Lead_Country,Lead_ISO_Code,Lead_Country_Region,Operation_Location,Operation_Region,Threat_Level,Command_HQ,Operation_Start_Year,Operation_End_Year,Duration_Years,Mission_Phase,Troops_Deployed,Air_Assets_Deployed,Naval_Assets_Deployed,Casualties,Casualties_Rate_Pct,Mission_Cost_M_USD,Cost_Per_Soldier_USD,Contributing_Countries_Count,NATO_Led,UN_Mandate,Mission_Outcome,Mission_Status,Classification,Media_Coverage,Public_Support_Pct,After_Action_Report
4794,Operation Aegis Guard 04794,Special Operations,North Macedonia,MKD,Southern Europe,Caucasus Region,Asia,High,LANDCOM,1977,1981,4,Transition,2580,187,48,87,3.372,424.1,164379.84,15,Yes,No,Completed,Completed,Unclassified,Medium,21.1,Pending
4795,Operation Southern Watch 04795,Disaster Relief,Slovenia,SVN,Southern Europe,Black Sea,Europe,Medium,SHAPE Belgium,2009,2018,9,Completed,56614,27,39,124,0.219,9043.67,159742.64,2,Joint UN-NATO,Yes,Transitioned to UN,Suspended,Unclassified,Minimal,82.7,Pending
4796,Operation Vigilant Skies 04796,Ballistic Missile Defense,Belgium,BEL,Western Europe,Sahel Region,Africa,High,JFC Brunssum,2009,2018,9,Planning,66083,117,47,2088,3.16,1944.68,29427.84,15,Yes,Yes,Inconclusive,Active,NATO Confidential,Minimal,81.6,N/A
4797,Operation Polar Bear 04797,Reconnaissance,Albania,ALB,Southern Europe,Red Sea,Middle East,Medium,AIRCOM,1995,2012,17,Execution,44426,108,23,535,1.204,10744.05,241841.49,29,Joint UN-NATO,Yes,Successful,Planned,NATO Confidential,Minimal,42.6,Classified
4798,Operation Steadfast Defender 04798,Cyber Defense,Italy,ITA,Southern Europe,Lebanon,Middle East,Medium,MARCOM,2010,2024,14,Completed,64370,87,16,2114,3.284,3805.54,59119.78,28,Joint UN-NATO,No,Transitioned to UN,Transitioned,NATO Restricted,Minimal,39.6,Pending
4799,Operation Unified Protector 04799,Training Exercise,Denmark,DNK,Northern Europe,North Sea,Europe,Low,ACO Mons,1953,1959,6,Planning,38812,110,6,284,0.732,8022.83,206710.04,8,Joint UN-NATO,No,Withdrawn,Completed,NATO Confidential,Minimal,25.9,Classified
4800,Operation Dawn Patrol 04800,Maritime Security,Türkiye,TUR,Southern Europe,Aegean Sea,Europe,Low,SHAPE Belgium,1976,1996,20,Execution,58242,4,13,1350,2.318,5735.34,98474.3,11,Yes,No,Ongoing,Concluded,NATO Secret,Minimal,24.2,Published
4801,Operation Eagle Eye 04801,Amphibious Exercise,Türkiye,TUR,Southern Europe,Sahel Region,Africa,High,ACO Mons,1997,2010,13,Execution,46538,4,39,175,0.376,1966.89,42264.17,23,Joint UN-NATO,Yes,Ongoing,Completed,NATO Restricted,Minimal,26.7,Pending
4802,Operation Trident Juncture 04802,Ballistic Missile Defense,Czech Republic,CZE,Central Europe,Indian Ocean,Asia,Low,SHAPE Belgium,2006,2011,5,Transition,9120,180,42,92,1.009,294.45,32286.18,32,Yes,Yes,Successful,Active,NATO Confidential,Low,59.1,Classified
4803,Operation Thunder Wolf 04803,Disaster Relief,Iceland,ISL,Northern Europe,Horn of Africa,Africa,Medium,AIRCOM,1950,1965,15,Execution,39611,28,27,1509,3.81,3131.61,79059.1,5,Joint UN-NATO,Yes,Withdrawn,Planned,NATO Secret,Low,51.4,Published
4804,Operation Eagle Eye 04804,Peacekeeping,Spain,ESP,Western Europe,Adriatic Sea,Europe,Low,LANDCOM,1971,1976,5,Deployment,64971,57,16,888,1.367,2536.43,39039.42,15,No,Yes,Partially Successful,Suspended,NATO Confidential,High,67.4,Classified
4805,Operation Desert Falcon 04805,Intelligence Gathering,Slovakia,SVK,Central Europe,Red Sea,Middle East,Medium,SHAPE Belgium,1971,1974,3,Drawdown,30805,99,36,981,3.185,9663.1,313686.09,8,No,No,Mission Accomplished,Completed,NATO Restricted,Minimal,47.6,Published
4806,Operation Neptune Strike 04806,Maritime Security,Netherlands,NLD,Western Europe,Bosnia,Europe,Low,JFC Naples,2000,2008,8,Drawdown,34654,176,23,218,0.629,8087.68,233383.74,17,Joint UN-NATO,No,Transitioned to UN,Transitioned,NATO Restricted,Medium,34.3,N/A
4807,Operation Mountain Shield 04807,Counter-Terrorism,Croatia,HRV,Southern Europe,Aegean Sea,Europe,Low,STRIKFORNATO,1982,1983,1,Planning,61748,195,34,1891,3.062,1793.14,29039.65,15,Joint UN-NATO,No,Withdrawn,Suspended,NATO Confidential,High,50.8,N/A
4808,Operation Thunder Wolf 04808,Maritime Security,Albania,ALB,Southern Europe,Red Sea,Middle East,Medium,AIRCOM,1986,1996,10,Execution,31377,75,11,277,0.883,6600.99,210376.71,13,Yes,Yes,Inconclusive,Completed,NATO Restricted,Minimal,62.3,Pending
4809,Operation Ramstein Guard 04809,Amphibious Exercise,Slovakia,SVK,Central Europe,Arctic Region,Arctic,Medium,SHAPE Belgium,1958,1974,16,Completed,49855,143,34,1964,3.939,7100.03,142413.6,21,No,No,Inconclusive,Completed,Unclassified,Medium,27.3,Classified
4810,Operation Neptune Strike 04810,Maritime Security,Canada,CAN,North America,Mali,Africa,Medium,ACO Mons,1968,1985,17,Transition,5506,136,14,74,1.344,6682.37,1213652.38,13,No,No,Transitioned to UN,Transitioned,NATO Restricted,Minimal,39.5,Pending
4811,Operation Polar Bear 04811,Special Operations,Italy,ITA,Southern Europe,Kosovo,Europe,Medium,JFC Brunssum,2022,2024,2,Completed,58688,104,36,1134,1.932,7741.08,131902.26,17,Yes,No,Completed,Suspended,NATO Secret,Low,83.6,N/A
4812,Operation Trident Juncture 04812,Combat,Denmark,DNK,Northern Europe,Indian Ocean,Asia,Low,SHAPE Belgium,1963,1975,12,Deployment,29041,6,4,816,2.81,985.91,33948.9,27,Joint UN-NATO,No,Transitioned to UN,On Hold,NATO Restricted,Minimal,67.0,N/A
4813,Operation Iron Resolve 04813,Reconnaissance,Estonia,EST,Northern Europe,North Atlantic,Atlantic,Low,MARCOM,1967,1984,17,Deployment,53050,120,13,1311,2.471,5189.17,97816.59,23,Yes,Yes,Completed,Concluded,NATO Secret,Medium,31.6,Classified
4814,Operation Allied Shield 04814,Maritime Security,Latvia,LVA,Northern Europe,Adriatic Sea,Europe,Low,ACO Mons,1981,1982,1,Transition,61335,87,32,885,1.443,5832.58,95093.83,23,Joint UN-NATO,No,Ongoing,Planned,NATO Confidential,High,50.4,Classified
4815,Operation Swift Response 04815,Disaster Relief,Netherlands,NLD,Western Europe,Iraq,Middle East,High,JFC Brunssum,2019,2021,2,Execution,55833,95,44,607,1.087,11550.0,206866.91,13,Joint UN-NATO,No,Ongoing,On Hold,NATO Restricted,Low,64.1,Published
4816,Operation Hammer Force 04816,Reconnaissance,Hungary,HUN,Central Europe,Red Sea,Middle East,Medium,STRIKFORNATO,1990,2006,16,Drawdown,12372,144,24,468,3.783,3543.25,286392.66,3,No,Yes,Withdrawn,Completed,NATO Secret,High,35.6,N/A
4817,Operation Noble Jump 04817,Counter-Terrorism,Portugal,PRT,Western Europe,Caucasus Region,Asia,High,AIRCOM,1961,1969,8,Completed,41172,64,49,690,1.676,6557.63,159274.02,15,No,No,Mission Accomplished,Planned,NATO Secret,Medium,66.2,N/A
4818,Operation Dawn Patrol 04818,Cyber Defense,Bulgaria,BGR,Eastern Europe,Arctic Region,Arctic,Medium,STRIKFORNATO,2009,2011,2,Deployment,57211,169,28,309,0.54,9381.08,163973.36,28,No,No,Ongoing,Transitioned,Unclassified,Medium,34.7,Classified
4819,Operation Saber Strike 04819,Reconnaissance,Spain,ESP,Western Europe,Adriatic Sea,Europe,Low,STRIKFORNATO,2005,2020,15,Completed,45243,48,36,435,0.961,3427.29,75752.93,14,Yes,Yes,Successful,Concluded,NATO Secret,High,67.7,Classified
4820,Operation Vigilant Skies 04820,Peacekeeping,Norway,NOR,Northern Europe,Kosovo,Europe,Medium,SHAPE Belgium,1978,1988,10,Transition,6306,32,45,248,3.933,4982.36,790098.32,3,No,No,Ongoing,Active,Unclassified,High,48.9,N/A
4821,Operation Trident Juncture 04821,CBRN Response,Denmark,DNK,Northern Europe,Lebanon,Middle East,Medium,STRIKFORNATO,2002,2003,1,Drawdown,74198,30,8,2403,3.239,782.42,10545.03,6,Yes,No,Completed,Planned,NATO Restricted,High,53.1,Pending
4822,Operation Southern Watch 04822,Disaster Relief,Bulgaria,BGR,Eastern Europe,Lebanon,Middle East,Medium,STRIKFORNATO,1996,1997,1,Drawdown,24279,126,16,539,2.22,3793.87,156261.38,16,Yes,No,Mission Accomplished,Active,NATO Confidential,High,32.3,Classified
4823,Operation Cobra Gold 04823,Maritime Security,Italy,ITA,Southern Europe,Kosovo,Europe,Medium,ACO Mons,2015,2024,9,Deployment,20569,183,31,721,3.505,9040.06,439499.25,6,Yes,Yes,Inconclusive,Concluded,NATO Confidential,Medium,21.6,Pending
4824,Operation Freedom Sentinel 04824,Cyber Defense,France,FRA,Western Europe,Iraq,Middle East,High,JFC Brunssum,1991,1995,4,Planning,16826,190,17,430,2.556,5693.55,338378.11,28,Joint UN-NATO,No,Inconclusive,Suspended,NATO Restricted,Medium,55.5,Published
4825,Operation Arctic Fox 04825,Naval Patrol,United Kingdom,GBR,Western Europe,Mediterranean Sea,Europe,Low,LANDCOM,1960,1969,9,Deployment,5476,115,6,83,1.516,4644.19,848098.98,30,No,No,Partially Successful,Completed,Unclassified,High,72.1,Classified
4826,Operation Resolute Support 04826,Intelligence Gathering,Romania,ROU,Eastern Europe,Baltic Sea,Europe,Low,AIRCOM,2007,2019,12,Deployment,34184,192,6,956,2.797,7164.19,209577.29,12,No,Yes,Partially Successful,Completed,NATO Secret,Low,55.3,Published
4827,Operation Southern Watch 04827,Cyber Defense,Portugal,PRT,Western Europe,Mali,Africa,Medium,JFC Naples,1992,1997,5,Execution,27592,171,2,86,0.312,10787.65,390970.21,27,No,No,Completed,Concluded,NATO Secret,High,89.7,Pending
4828,Operation Iron Spear 04828,Training Exercise,Romania,ROU,Eastern Europe,Lebanon,Middle East,Medium,STRIKFORNATO,1950,1952,2,Drawdown,59820,84,24,464,0.776,3360.18,56171.51,21,Yes,No,Partially Successful,Completed,NATO Secret,High,46.8,N/A
4829,Operation Steel Horizon 04829,Training Exercise,Albania,ALB,Southern Europe,Eastern Europe,Europe,Medium,SHAPE Belgium,2003,2016,13,Transition,24860,43,20,527,2.12,8135.09,327236.12,3,Joint UN-NATO,No,Completed,Transitioned,Unclassified,Minimal,83.0,Pending
4830,Operation Resolute Support 04830,Disaster Relief,Germany,DEU,Western Europe,Syria,Middle East,High,JFC Brunssum,2015,2021,6,Deployment,64830,98,27,545,0.841,7604.68,117301.87,12,Joint UN-NATO,Yes,Suspended,Active,NATO Restricted,Medium,59.3,Classified
4831,Operation Resolute Support 04831,Combat,United Kingdom,GBR,Western Europe,Somalia,Africa,Medium,MARCOM,2001,2005,4,Transition,43270,14,30,240,0.555,804.3,18587.94,7,Yes,No,Transitioned to UN,Suspended,NATO Confidential,Medium,42.8,Published
4832,Operation Desert Falcon 04832,Maritime Security,North Macedonia,MKD,Southern Europe,Kosovo,Europe,Medium,JFC Naples,2016,2024,8,Drawdown,2794,4,16,82,2.935,6056.13,2167548.32,25,Yes,No,Inconclusive,Concluded,NATO Secret,Low,77.3,Pending
4833,Operation Resolute Support 04833,Ballistic Missile Defense,Finland,FIN,Northern Europe,Arctic Region,Arctic,Medium,ACO Mons,1996,2016,20,Completed,15802,138,0,285,1.804,3697.45,233986.2,12,Joint UN-NATO,No,Suspended,Transitioned,NATO Confidential,Medium,83.4,Published
4834,Operation Mountain Shield 04834,Disaster Relief,Hungary,HUN,Central Europe,Afghanistan,Asia,High,JFC Brunssum,1990,2007,17,Completed,41951,2,47,746,1.778,10393.24,247747.13,26,Joint UN-NATO,Yes,Mission Accomplished,Active,NATO Secret,Low,87.7,Classified
4835,Operation Steadfast Jazz 04835,Reconnaissance,Latvia,LVA,Northern Europe,Bosnia,Europe,Low,MARCOM,1982,1988,6,Planning,58549,122,20,2284,3.901,7810.59,133402.62,5,No,No,Partially Successful,Active,NATO Restricted,High,20.3,Published
4836,Operation Loyal Leda 04836,Peacekeeping,Canada,CAN,North America,Red Sea,Middle East,Medium,SHAPE Belgium,1954,1968,14,Drawdown,38809,162,13,1131,2.914,10847.71,279515.32,24,Joint UN-NATO,No,Suspended,Planned,Unclassified,High,81.4,Pending
4837,Operation Dynamic Manta 04837,Disaster Relief,Denmark,DNK,Northern Europe,Red Sea,Middle East,Medium,MARCOM,2013,2023,10,Deployment,34182,0,4,1271,3.718,2337.4,68381.02,9,No,Yes,Inconclusive,Active,NATO Secret,Minimal,88.1,Classified
4838,Operation Thunder Wolf 04838,Amphibious Exercise,Hungary,HUN,Central Europe,Baltic Sea,Europe,Low,LANDCOM,1997,2006,9,Transition,42273,178,7,1428,3.378,6480.26,153295.48,27,No,No,Mission Accomplished,Transitioned,NATO Restricted,Low,83.8,Pending
4839,Operation Allied Shield 04839,Air Policing,Iceland,ISL,Northern Europe,Eastern Europe,Europe,Medium,JFC Brunssum,1990,1995,5,Deployment,19179,127,6,210,1.095,174.44,9095.36,24,Joint UN-NATO,Yes,Completed,On Hold,NATO Confidential,Minimal,86.7,Pending
4840,Operation Resolute Support 04840,Reconnaissance,Belgium,BEL,Western Europe,Mali,Africa,Medium,SHAPE Belgium,1988,2003,15,Planning,17196,81,11,525,3.053,1246.25,72473.25,7,Joint UN-NATO,Yes,Successful,On Hold,NATO Confidential,Low,79.2,Classified
4841,Operation Freedom Sentinel 04841,Intelligence Gathering,Greece,GRC,Southern Europe,Iraq,Middle East,High,AIRCOM,2019,2024,5,Drawdown,48545,187,30,1575,3.244,10818.67,222858.58,2,Joint UN-NATO,No,Partially Successful,On Hold,Unclassified,Minimal,21.1,Published
4842,Operation Active Endeavour 04842,Special Operations,Czech Republic,CZE,Central Europe,Red Sea,Middle East,Medium,LANDCOM,2022,2024,2,Transition,8866,65,47,143,1.613,1319.08,148779.61,19,No,Yes,Inconclusive,Concluded,Unclassified,Low,38.8,Classified
4843,Operation Baltic Fortress 04843,Training Exercise,Sweden,SWE,Northern Europe,Aegean Sea,Europe,Low,JFC Brunssum,2003,2008,5,Transition,50837,39,9,1158,2.278,5551.22,109196.45,30,Joint UN-NATO,Yes,Successful,Completed,NATO Restricted,Medium,71.6,N/A
4844,Operation Southern Watch 04844,Intelligence Gathering,France,FRA,Western Europe,Indian Ocean,Asia,Low,AIRCOM,2005,2014,9,Completed,44101,170,39,1578,3.578,9052.64,205270.63,24,Joint UN-NATO,Yes,Transitioned to UN,Completed,Unclassified,Medium,50.7,Published
4845,Operation Baltic Eagle 04845,Combat,Albania,ALB,Southern Europe,Kosovo,Europe,Medium,SHAPE Belgium,1966,1986,20,Completed,73847,189,39,1938,2.624,2160.38,29254.81,17,Joint UN-NATO,Yes,Partially Successful,On Hold,Unclassified,Minimal,32.6,Classified
4846,Operation Saber Strike 04846,Ballistic Missile Defense,Denmark,DNK,Northern Europe,Indian Ocean,Asia,Low,SHAPE Belgium,1990,1994,4,Deployment,12701,171,42,364,2.866,1483.9,116833.32,28,Joint UN-NATO,Yes,Successful,Active,Unclassified,Low,55.4,Classified
4847,Operation Arctic Patrol 04847,Naval Patrol,Montenegro,MNE,Southern Europe,Ukraine Border,Europe,High,JFC Naples,1977,1981,4,Deployment,53319,132,11,1210,2.269,8443.96,158366.81,11,No,No,Withdrawn,Completed,NATO Confidential,High,79.2,N/A
4848,Operation Baltic Eagle 04848,Disaster Relief,Norway,NOR,Northern Europe,North Atlantic,Atlantic,Low,JFC Brunssum,1976,1991,15,Completed,4369,53,31,0,0.0,7709.06,1764490.73,29,Yes,No,Suspended,Suspended,NATO Restricted,Minimal,89.6,Pending
4849,Operation Resolute Support 04849,Peacekeeping,Luxembourg,LUX,Western Europe,Somalia,Africa,Medium,JFC Brunssum,2022,2023,1,Planning,32826,45,8,226,0.688,7660.34,233361.97,30,Yes,Yes,Transitioned to UN,Completed,NATO Restricted,Minimal,31.6,Published
4850,Operation Baltic Fortress 04850,Cyber Defense,Belgium,BEL,Western Europe,Iraq,Middle East,High,ACO Mons,1953,1954,1,Drawdown,14814,2,22,302,2.039,786.42,53086.27,19,Yes,Yes,Suspended,Transitioned,NATO Secret,Minimal,28.6,Classified
4851,Operation Unified Protector 04851,Peacekeeping,Poland,POL,Central Europe,Barents Sea,Arctic,Medium,SHAPE Belgium,1979,1986,7,Transition,2952,146,36,9,0.305,4211.88,1426788.62,19,No,No,Inconclusive,Suspended,NATO Restricted,Minimal,36.5,Pending
4852,Operation Dawn Patrol 04852,Combat,Iceland,ISL,Northern Europe,Bosnia,Europe,Low,JFC Brunssum,1973,1984,11,Planning,26554,117,18,455,1.713,6053.89,227984.11,19,No,Yes,Transitioned to UN,On Hold,NATO Secret,Low,87.3,N/A
4853,Operation Steel Horizon 04853,Search and Rescue,Lithuania,LTU,Northern Europe,Aegean Sea,Europe,Low,LANDCOM,2020,2024,4,Drawdown,60987,95,28,1095,1.795,4941.03,81017.76,24,Yes,Yes,Successful,Suspended,NATO Secret,Medium,91.3,Published
4854,Operation Dynamic Manta 04854,Logistics Support,Türkiye,TUR,Southern Europe,Persian Gulf,Middle East,Medium,JFC Naples,2018,2024,6,Execution,5329,47,6,155,2.909,1083.32,203287.67,31,Yes,No,Mission Accomplished,Active,Unclassified,Minimal,36.1,Classified
4855,Operation Resolute Support 04855,Air Policing,Canada,CAN,North America,Afghanistan,Asia,High,JFC Naples,1949,1957,8,Completed,10325,115,47,287,2.78,6743.45,653118.64,2,Yes,No,Ongoing,Transitioned,NATO Secret,Minimal,20.6,Pending
4856,Operation Arctic Fox 04856,Counter-Terrorism,Greece,GRC,Southern Europe,Barents Sea,Arctic,Medium,MARCOM,1977,1982,5,Deployment,28989,41,25,483,1.666,2957.99,102038.36,23,No,Yes,Ongoing,On Hold,NATO Secret,Medium,65.9,Classified
4857,Operation Glacier Watch 04857,Amphibious Exercise,France,FRA,Western Europe,Arctic Region,Arctic,Medium,ACO Mons,1976,1992,16,Completed,54844,16,18,1662,3.03,10053.64,183313.4,30,Yes,Yes,Transitioned to UN,On Hold,NATO Secret,High,59.7,Pending
4858,Operation Baltic Fortress 04858,Special Operations,Netherlands,NLD,Western Europe,Barents Sea,Arctic,Medium,STRIKFORNATO,1960,1965,5,Completed,10637,170,29,205,1.927,4019.79,377906.36,13,Yes,Yes,Successful,Concluded,NATO Restricted,High,81.4,N/A
4859,Operation Baltic Fortress 04859,Reconnaissance,Slovenia,SVN,Southern Europe,Mali,Africa,Medium,JFC Brunssum,2015,2024,9,Execution,59557,180,22,2171,3.645,9013.45,151341.57,26,Yes,No,Ongoing,Planned,NATO Restricted,Minimal,62.0,Classified
4860,Operation Dynamic Manta 04860,Search and Rescue,Latvia,LVA,Northern Europe,Persian Gulf,Middle East,Medium,ACO Mons,2018,2024,6,Completed,6182,131,21,58,0.938,4869.26,787651.25,30,No,Yes,Successful,On Hold,NATO Confidential,Minimal,42.9,Pending
4861,Operation Anaconda 04861,Intelligence Gathering,Italy,ITA,Southern Europe,Lebanon,Middle East,Medium,LANDCOM,1953,1960,7,Execution,44988,164,20,763,1.696,153.02,3401.35,26,Joint UN-NATO,No,Suspended,Transitioned,NATO Restricted,Medium,22.1,Published
4862,Operation Dynamic Manta 04862,Training Exercise,Luxembourg,LUX,Western Europe,Ukraine Border,Europe,High,LANDCOM,1987,1992,5,Drawdown,70202,11,18,530,0.755,6403.32,91212.79,5,Joint UN-NATO,Yes,Transitioned to UN,On Hold,NATO Restricted,Medium,71.7,Published
4863,Operation Loyal Leda 04863,Cyber Defense,Netherlands,NLD,Western Europe,Eastern Europe,Europe,Medium,SHAPE Belgium,1958,1961,3,Execution,55382,181,49,1527,2.757,4760.19,85951.93,13,No,Yes,Inconclusive,Planned,Unclassified,High,34.4,Classified
4864,Operation Southern Watch 04864,Cyber Defense,Slovakia,SVK,Central Europe,Iraq,Middle East,High,JFC Naples,1954,1965,11,Completed,11057,137,45,372,3.364,5406.6,488975.31,27,No,No,Partially Successful,Active,NATO Confidential,Minimal,79.7,Classified
4865,Operation Sea Guardian 04865,Training Exercise,Montenegro,MNE,Southern Europe,North Atlantic,Atlantic,Low,STRIKFORNATO,2009,2024,15,Execution,59194,53,45,48,0.081,6283.62,106152.99,8,Joint UN-NATO,No,Partially Successful,Transitioned,Unclassified,Medium,41.8,Published
4866,Operation Anaconda 04866,Cyber Defense,Romania,ROU,Eastern Europe,Somalia,Africa,Medium,MARCOM,2002,2008,6,Execution,69882,93,2,1542,2.207,6577.2,94118.66,25,No,No,Partially Successful,Suspended,Unclassified,Medium,75.2,Classified
4867,Operation Steel Horizon 04867,Combat,Albania,ALB,Southern Europe,Lebanon,Middle East,Medium,AIRCOM,1998,2010,12,Transition,67694,91,25,808,1.194,3178.64,46956.01,25,Yes,Yes,Inconclusive,Suspended,NATO Secret,High,25.9,Published
4868,Operation Arctic Fox 04868,Maritime Security,Slovenia,SVN,Southern Europe,Caucasus Region,Asia,High,SHAPE Belgium,1953,1959,6,Execution,23222,188,45,342,1.473,7751.77,333811.47,10,Joint UN-NATO,Yes,Ongoing,Completed,NATO Confidential,Medium,42.2,N/A
4869,Operation Eagle Eye 04869,Combat,Montenegro,MNE,Southern Europe,Mediterranean Sea,Europe,Low,JFC Brunssum,2014,2021,7,Deployment,60949,158,13,158,0.259,11784.95,193357.56,4,No,Yes,Completed,Active,NATO Confidential,Medium,21.1,N/A
4870,Operation Baltic Fortress 04870,Humanitarian Aid,Belgium,BEL,Western Europe,Bosnia,Europe,Low,ACO Mons,1952,1957,5,Completed,2634,165,34,41,1.557,9862.48,3744297.65,23,No,Yes,Inconclusive,Planned,Unclassified,Low,49.2,Pending
4871,Operation Eagle Eye 04871,Cyber Defense,Greece,GRC,Southern Europe,Barents Sea,Arctic,Medium,ACO Mons,1959,1961,2,Drawdown,52317,173,48,926,1.77,1371.72,26219.39,32,No,No,Ongoing,Suspended,NATO Restricted,High,54.8,Pending
4872,Operation Rapid Falcon 04872,Humanitarian Aid,North Macedonia,MKD,Southern Europe,Somalia,Africa,Medium,STRIKFORNATO,1963,1982,19,Completed,74548,73,16,2907,3.9,8796.66,117999.95,4,No,Yes,Inconclusive,Suspended,NATO Restricted,Minimal,20.9,N/A
4873,Operation Viking 04873,Counter-Terrorism,Slovenia,SVN,Southern Europe,Mali,Africa,Medium,MARCOM,1970,1976,6,Deployment,41678,7,7,1150,2.759,9772.03,234464.95,2,Yes,Yes,Ongoing,Suspended,NATO Confidential,Low,39.4,N/A
4874,Operation Joint Warrior 04874,Humanitarian Aid,Belgium,BEL,Western Europe,Mediterranean Sea,Europe,Low,SHAPE Belgium,1983,2000,17,Planning,35887,50,46,207,0.577,4278.42,119219.22,22,Yes,Yes,Mission Accomplished,Concluded,NATO Restricted,Low,66.5,Pending
4875,Operation Brilliant Jump 04875,Reconnaissance,Belgium,BEL,Western Europe,Lebanon,Middle East,Medium,LANDCOM,2000,2019,19,Deployment,42687,127,37,1050,2.46,9590.19,224663.01,18,Yes,No,Ongoing,Active,NATO Restricted,Minimal,68.3,Published
4876,Operation Cold Response 04876,Air Policing,Bulgaria,BGR,Eastern Europe,Kosovo,Europe,Medium,AIRCOM,1974,1993,19,Completed,46493,131,34,194,0.417,3012.43,64793.19,17,Joint UN-NATO,Yes,Withdrawn,Completed,Unclassified,Minimal,57.3,N/A
